LSOA code,local authority name,local authority code,All households,One person Aged 66+,One person Aged up to 65,Family: all aged 66+,Married or civil partnership couple: No children,Married or civil partnership couple: Dependent children,Married or civil partnership couple: non-dependent children,Cohabiting couple: No children,Cohabiting couple: Dependent children,Cohabiting couple: Non-dependent children,Lone parent: dependent children,Lone parent: non-dependent children,Other with dependent children,All other types,
E01001570,Enfield,E09000010,727,80,114,28,45,147,38,26,29,5,74,61,39,41,
E01032574,Enfield,E09000010,696,64,96,27,34,117,47,12,26,4,99,57,53,60,
E01033146,Enfield,E09000010,563,35,117,10,27,82,30,10,23,8,99,55,41,26,
E01033148,Enfield,E09000010,688,36,88,10,30,106,54,21,24,7,146,42,85,39,
E01033150,Enfield,E09000010,655,19,123,1,36,92,19,31,18,7,201,43,30,35,
E01033151,Enfield,E09000010,494,39,84,19,21,77,31,10,21,2,104,47,24,15,
E01033926,Enfield,E09000010,976,50,232,11,54,135,44,41,36,5,192,72,47,57,
E01033927,Enfield,E09000010,684,68,143,11,55,113,21,41,22,1,79,25,36,69,
E01033928,Enfield,E09000010,576,54,136,20,50,96,25,41,16,2,52,24,17,43,
E01001571,Greenwich,E09000011,633,54,91,23,37,83,50,32,30,6,73,39,61,54,
E01001572,Greenwich,E09000011,654,55,102,33,48,95,52,47,27,3,53,39,46,54,
E01001573,Greenwich,E09000011,522,34,75,24,46,74,68,24,17,6,37,34,37,46,
E01001574,Greenwich,E09000011,755,65,200,18,33,89,26,23,53,5,138,40,32,33,
E01001575,Greenwich,E09000011,625,53,103,16,29,98,26,14,29,7,124,50,40,36,
E01001576,Greenwich,E09000011,670,56,121,17,27,101,41,19,38,2,95,53,51,49,
E01001577,Greenwich,E09000011,725,66,154,15,30,125,36,15,28,5,112,50,48,41,
E01001578,Greenwich,E09000011,851,57,156,23,45,106,32,47,40,4,97,54,81,109,
E01001579,Greenwich,E09000011,623,53,99,18,31,90,40,10,34,1,88,76,40,43,
E01001580,Greenwich,E09000011,792,71,204,40,103,118,20,102,14,5,34,19,11,51,
E01001581,Greenwich,E09000011,730,100,161,24,77,94,27,80,22,4,35,36,14,56,
E01001582,Greenwich,E09000011,662,102,140,43,48,106,29,16,22,6,60,31,23,36,
E01001583,Greenwich,E09000011,771,89,212,33,84,99,22,105,23,10,32,18,9,35,
E01001584,Greenwich,E09000011,670,74,137,56,86,128,20,67,15,2,24,19,9,33,
E01001585,Greenwich,E09000011,604,52,98,24,72,147,26,52,24,1,41,23,7,37,
E01001586,Greenwich,E09000011,661,107,159,42,45,86,26,49,22,3,39,40,12,31,
E01001587,Greenwich,E09000011,957,95,262,46,120,117,23,121,26,3,44,30,23,47,
E01001588,Greenwich,E09000011,634,103,105,28,42,74,43,45,20,4,38,37,43,52,
E01001589,Greenwich,E09000011,676,51,126,19,59,84,35,43,31,5,67,46,39,71,
E01001590,Greenwich,E09000011,714,54,163,21,76,85,40,58,20,5,56,31,30,75,
E01001591,Greenwich,E09000011,801,70,209,25,43,105,27,46,32,3,87,48,52,54,
E01001592,Greenwich,E09000011,742,49,121,28,68,167,30,68,29,5,40,33,23,81,
E01001593,Greenwich,E09000011,770,99,138,25,92,148,28,61,45,4,28,29,22,51,
E01001594,Greenwich,E09000011,833,71,168,14,28,118,36,45,34,8,105,76,33,97,
E01001595,Greenwich,E09000011,730,48,102,29,38,123,42,26,34,5,123,50,62,48,
E01001596,Greenwich,E09000011,635,76,40,76,69,143,60,30,37,6,28,32,19,19,
E01001597,Greenwich,E09000011,633,83,101,54,70,100,43,42,18,3,28,29,25,37,
E01001598,Greenwich,E09000011,610,77,62,67,58,114,65,24,25,3,19,34,28,34,
E01001599,Greenwich,E09000011,609,63,70,50,66,121,43,17,25,9,46,38,40,21,
E01001600,Greenwich,E09000011,639,70,132,54,49,94,41,40,28,5,43,30,19,34,
E01001601,Greenwich,E09000011,564,85,64,51,52,116,52,34,23,4,16,23,17,27,
E01001602,Greenwich,E09000011,707,79,78,30,53,116,70,10,35,11,73,65,54,33,
E01001603,Greenwich,E09000011,745,108,157,11,49,93,27,24,41,11,97,79,21,27,
E01001604,Greenwich,E09000011,602,68,83,43,57,117,38,34,29,5,36,25,26,41,
E01001605,Greenwich,E09000011,574,69,39,70,61,130,66,23,26,2,16,30,17,25,
E01001606,Greenwich,E09000011,613,66,41,48,66,147,58,39,37,9,25,36,18,23,
E01001607,Greenwich,E09000011,669,96,99,49,66,108,45,40,34,6,40,43,23,20,
E01001608,Greenwich,E09000011,579,102,84,70,38,117,54,19,18,3,22,18,12,22,
E01001609,Greenwich,E09000011,740,142,147,48,51,101,68,42,18,3,34,26,23,37,
E01001610,Greenwich,E09000011,706,89,81,63,75,143,40,44,45,4,44,41,13,24,
E01001611,Greenwich,E09000011,714,106,121,40,57,126,41,23,38,6,44,45,34,33,
E01001613,Greenwich,E09000011,799,136,190,50,52,99,35,38,33,5,62,27,38,34,
E01001614,Greenwich,E09000011,546,54,42,88,64,110,62,19,18,6,12,22,17,32,
E01001615,Greenwich,E09000011,942,124,268,36,84,116,32,81,31,6,61,23,27,53,
E01001617,Greenwich,E09000011,732,148,116,76,45,94,47,48,37,7,31,31,15,37,
E01001618,Greenwich,E09000011,761,84,109,53,73,125,55,35,43,8,76,39,23,38,
E01001619,Greenwich,E09000011,827,71,152,44,86,146,35,76,36,4,60,51,21,45,
E01001620,Greenwich,E09000011,507,49,40,32,29,78,46,10,28,7,49,47,48,44,
E01001621,Greenwich,E09000011,669,85,117,32,49,98,42,42,25,6,50,51,38,34,
E01001623,Greenwich,E09000011,670,57,89,23,61,122,31,58,20,6,64,59,32,48,
E01001624,Greenwich,E09000011,620,84,74,38,48,89,38,41,29,7,43,61,43,25,
E01001625,Greenwich,E09000011,624,76,68,30,44,107,40,22,24,8,70,60,37,38,
E01001629,Greenwich,E09000011,834,61,177,20,42,97,33,57,41,4,128,58,46,70,
E01001631,Greenwich,E09000011,793,44,207,6,23,100,22,43,40,4,115,81,52,56,
E01001632,Greenwich,E09000011,668,40,114,10,53,94,41,29,16,6,48,53,74,90,
E01001633,Greenwich,E09000011,774,59,196,18,39,82,34,38,29,2,103,53,55,66,
E01001634,Greenwich,E09000011,660,57,152,14,35,78,28,19,22,9,104,56,37,49,
E01001635,Greenwich,E09000011,642,53,137,16,40,96,36,38,27,3,42,54,46,54,
E01001636,Greenwich,E09000011,604,66,116,22,44,81,35,30,18,3,46,27,56,60,
E01001637,Greenwich,E09000011,686,48,179,19,38,77,34,25,30,4,79,44,55,54,
E01001638,Greenwich,E09000011,677,46,144,11,74,66,21,25,22,4,105,47,35,77,
E01001641,Greenwich,E09000011,821,87,185,33,79,109,16,133,15,3,42,29,12,78,
E01001642,Greenwich,E09000011,758,71,130,55,113,136,24,89,21,3,29,19,11,57,
E01001644,Greenwich,E09000011,1168,38,331,24,118,160,15,190,29,2,47,35,11,168,
E01001645,Greenwich,E09000011,710,73,115,39,59,100,64,19,34,8,68,48,32,51,
E01001646,Greenwich,E09000011,1126,61,259,15,86,156,49,73,56,9,149,75,52,86,
E01001647,Greenwich,E09000011,571,71,68,36,57,98,37,23,21,5,37,45,31,42,
E01001648,Greenwich,E09000011,701,54,156,34,62,110,43,50,24,0,52,25,33,58,
E01001649,Greenwich,E09000011,572,45,107,28,40,96,48,15,27,6,59,42,26,33,
E01001650,Greenwich,E09000011,600,70,63,26,30,109,48,18,29,8,47,53,57,42,
E01001651,Greenwich,E09000011,752,70,190,23,38,91,28,27,53,6,89,38,40,59,
E01001652,Greenwich,E09000011,710,112,127,33,76,99,38,59,28,10,32,19,26,51,
E01001653,Greenwich,E09000011,594,63,90,24,38,85,31,14,24,5,95,49,37,39,
E01001654,Greenwich,E09000011,567,52,90,23,32,81,34,18,31,4,87,47,32,36,
E01001655,Greenwich,E09000011,623,53,159,17,35,88,29,26,23,7,81,39,35,31,
E01001656,Greenwich,E09000011,586,86,104,41,45,94,22,33,25,4,53,35,14,30,
E01001657,Greenwich,E09000011,704,89,152,47,70,116,27,57,27,6,46,19,13,35,
E01001658,Greenwich,E09000011,724,123,132,38,57,119,33,38,19,3,63,37,12,50,
E01001659,Greenwich,E09000011,545,80,49,45,38,129,60,11,6,6,22,28,37,34,
E01001660,Greenwich,E09000011,562,47,66,35,30,84,42,23,32,5,65,54,41,38,
E01001661,Greenwich,E09000011,580,57,50,46,44,111,31,19,14,7,84,43,43,31,
E01001664,Greenwich,E09000011,896,70,186,38,77,118,20,112,19,3,45,30,25,153,
E01001665,Greenwich,E09000011,765,48,162,9,73,130,23,75,25,2,36,69,21,92,
E01001666,Greenwich,E09000011,741,62,156,13,67,94,24,79,26,1,59,26,55,79,
E01001669,Greenwich,E09000011,921,54,174,32,49,116,63,32,32,7,175,56,70,61,
E01001671,Greenwich,E09000011,683,74,134,20,48,114,21,43,39,7,68,50,32,33,
E01001672,Greenwich,E09000011,641,42,114,12,45,91,42,14,15,6,70,36,81,73,
E01001673,Greenwich,E09000011,798,102,168,30,53,69,42,21,11,4,64,50,107,77,
E01001674,Greenwich,E09000011,712,59,95,42,51,100,42,30,25,4,76,39,79,70,
E01001675,Greenwich,E09000011,705,39,126,12,45,89,38,19,10,4,71,46,104,102,
E01001676,Greenwich,E09000011,675,39,146,15,42,73,46,21,29,4,105,43,51,61,
E01001677,Greenwich,E09000011,730,55,128,19,45,96,51,41,18,4,85,43,81,64,
E01001678,Greenwich,E09000011,653,58,80,41,46,102,66,20,27,7,82,43,41,40,
E01001679,Greenwich,E09000011,550,58,112,27,51,95,42,30,30,3,38,20,18,26,
E01001680,Greenwich,E09000011,623,78,83,70,64,115,45,35,23,6,25,27,19,33,
E01001681,Greenwich,E09000011,527,55,82,19,48,82,27,20,66,7,35,22,29,35,
E01001682,Greenwich,E09000011,550,66,82,47,62,75,24,28,22,3,46,40,20,35,
E01001683,Greenwich,E09000011,601,57,139,24,38,107,29,23,19,6,49,42,34,34,
E01001684,Greenwich,E09000011,562,64,80,39,51,73,40,19,27,7,63,42,25,32,
E01001685,Greenwich,E09000011,644,66,129,45,51,77,36,28,21,7,54,43,31,56,
E01001686,Greenwich,E09000011,753,63,178,14,88,83,28,33,33,4,84,25,37,83,
E01001687,Greenwich,E09000011,513,54,143,8,29,65,28,17,16,3,60,35,26,29,
E01001688,Greenwich,E09000011,935,46,203,8,40,172,41,22,68,3,164,51,47,70,
E01001690,Greenwich,E09000011,813,79,336,23,39,62,28,20,30,5,82,36,35,38,
E01001692,Greenwich,E09000011,565,38,132,9,20,62,36,8,24,9,118,45,23,41,
E01001693,Greenwich,E09000011,610,46,165,10,22,60,13,8,27,4,125,46,34,50,
E01001694,Greenwich,E09000011,607,39,129,12,36,107,42,17,20,6,69,37,51,42,
E01001695,Greenwich,E09000011,572,43,142,10,24,63,23,27,26,8,57,37,47,65,
E01001696,Greenwich,E09000011,1145,41,346,8,89,115,18,130,32,2,158,61,35,110,
E01001697,Greenwich,E09000011,928,37,228,11,59,127,51,48,46,2,114,47,69,89,
E01001698,Greenwich,E09000011,757,35,231,5,45,85,21,31,26,5,122,59,44,48,
E01001699,Greenwich,E09000011,667,14,268,0,54,79,16,56,21,5,70,30,19,35,
E01001700,Greenwich,E09000011,798,45,195,11,48,101,15,50,37,5,86,39,92,74,
E01001701,Greenwich,E09000011,774,100,189,19,76,130,14,78,25,1,56,28,21,37,
E01001702,Greenwich,E09000011,440,35,46,12,20,56,34,10,13,8,74,53,37,42,
E01001703,Greenwich,E09000011,762,36,213,6,22,141,24,18,35,5,123,57,37,45,
E01001704,Greenwich,E09000011,611,55,122,29,47,77,29,25,35,4,56,38,37,57,
E01001705,Greenwich,E09000011,849,28,210,11,46,112,40,47,33,9,140,58,40,75,
E01001708,Greenwich,E09000011,681,50,132,36,63,110,32,51,15,5,68,44,27,48,
E01001710,Greenwich,E09000011,647,61,140,8,29,78,24,14,33,4,110,58,40,48,
E01001712,Greenwich,E09000011,915,64,286,8,34,128,25,38,35,4,129,34,43,87,
E01032567,Greenwich,E09000011,601,66,92,39,49,63,61,26,23,6,51,40,45,40,
E01033727,Greenwich,E09000011,970,42,250,12,77,104,20,118,24,4,95,51,21,152,
E01033728,Greenwich,E09000011,873,28,265,14,105,85,7,157,25,0,38,15,11,123,
E01033729,Greenwich,E09000011,757,99,181,28,42,84,36,16,51,7,80,47,43,43,
E01033732,Greenwich,E09000011,452,8,95,4,49,60,7,69,16,5,44,17,7,71,
E01033734,Greenwich,E09000011,635,11,165,1,96,76,8,82,18,4,51,25,22,76,
E01033735,Greenwich,E09000011,588,45,155,8,49,77,8,58,25,2,48,20,12,81,
E01033736,Greenwich,E09000011,1163,11,361,8,165,92,11,274,30,2,28,15,15,151,
E01033737,Greenwich,E09000011,818,36,238,8,60,96,30,73,20,5,98,39,36,79,
E01033738,Greenwich,E09000011,740,47,148,11,60,132,24,80,22,2,44,19,22,129,
E01033739,Greenwich,E09000011,650,10,142,3,47,102,11,35,42,1,96,54,48,59,
E01033740,Greenwich,E09000011,537,10,111,7,31,111,27,15,24,3,79,21,52,46,
E01033741,Greenwich,E09000011,634,9,157,5,53,106,20,21,27,3,86,45,54,48,
E01033742,Greenwich,E09000011,566,22,125,3,60,68,6,68,31,2,55,26,19,81,
E01033743,Greenwich,E09000011,659,47,100,6,41,118,29,18,35,7,122,35,51,50,
E01033744,Greenwich,E09000011,659,34,158,10,48,78,28,44,40,1,86,36,32,64,
E01033745,Greenwich,E09000011,589,19,77,8,47,135,49,13,31,4,100,35,32,39,
E01033746,Greenwich,E09000011,706,143,134,30,70,97,12,86,24,2,29,14,16,49,
E01034173,Greenwich,E09000011,639,39,125,21,29,70,45,16,38,5,92,57,48,54,
E01034174,Greenwich,E09000011,605,114,114,34,83,114,10,56,11,0,17,10,11,31,
E01034175,Greenwich,E09000011,658,5,203,5,90,77,7,147,21,0,19,8,9,67,
E01034176,Greenwich,E09000011,614,44,53,22,51,99,49,21,25,12,72,45,72,49,
E01034177,Greenwich,E09000011,654,36,154,4,53,103,23,70,25,3,74,33,28,48,
E01034178,Greenwich,E09000011,859,17,298,8,95,77,4,145,16,2,92,24,14,67,
E01034179,Greenwich,E09000011,551,21,137,9,46,45,12,67,7,2,73,40,15,77,
E01034180,Greenwich,E09000011,537,29,145,6,21,58,20,7,17,1,110,42,23,58,
E01034181,Greenwich,E09000011,748,6,204,2,88,76,1,173,16,0,56,15,3,108,
E01034182,Greenwich,E09000011,731,30,248,10,79,68,7,116,8,1,58,14,9,83,
E01034183,Greenwich,E09000011,690,28,176,5,76,101,8,125,19,1,69,26,11,45,
E01034184,Greenwich,E09000011,573,6,185,7,61,102,6,83,16,0,51,10,9,37,
E01034185,Greenwich,E09000011,561,41,137,18,56,82,12,105,20,1,18,14,10,47,
E01034186,Greenwich,E09000011,727,20,261,9,99,51,9,147,15,1,16,8,2,89,
E01034187,Greenwich,E09000011,698,61,268,26,79,40,11,105,14,1,31,17,14,31,
E01034188,Greenwich,E09000011,672,0,246,3,69,68,3,130,24,0,47,8,9,65,
E01034189,Greenwich,E09000011,561,2,132,2,94,114,1,109,12,0,34,14,10,37,
E01034190,Greenwich,E09000011,724,84,169,11,39,69,22,40,27,1,93,63,31,75,
E01034191,Greenwich,E09000011,753,15,199,6,113,100,4,144,19,1,65,18,14,55,
E01034192,Greenwich,E09000011,1055,119,249,39,104,112,29,148,36,3,76,52,17,71,
E01034193,Greenwich,E09000011,738,3,289,3,72,61,6,119,21,0,82,12,9,61,
E01034194,Greenwich,E09000011,603,7,158,4,85,69,7,114,15,0,41,10,10,83,
E01034195,Greenwich,E09000011,506,3,173,2,40,56,3,80,13,0,79,13,8,36,
E01034196,Greenwich,E09000011,579,9,141,6,62,82,4,102,23,0,32,19,8,91,
E01034198,Greenwich,E09000011,959,63,290,11,55,112,38,66,48,6,84,57,48,81,
E01001714,Hackney,E09000012,860,46,201,9,54,93,22,139,15,5,81,52,38,105,
E01001715,Hackney,E09000012,657,43,233,3,37,50,4,106,11,0,25,19,9,117,
E01001716,Hackney,E09000012,836,47,291,11,30,60,18,78,22,0,130,44,30,75,
E01001717,Hackney,E09000012,430,23,92,10,28,53,31,33,9,1,21,34,20,75,
E01001718,Hackney,E09000012,826,35,255,17,59,98,9,128,15,1,24,14,16,155,
E01001719,Hackney,E09000012,701,58,144,10,47,76,25,82,29,3,62,53,19,93,
E01001720,Hackney,E09000012,789,43,211,16,60,70,13,116,29,2,37,18,5,169,
E01001722,Hackney,E09000012,921,88,262,9,44,150,19,50,25,2,85,44,36,107,
E01001723,Hackney,E09000012,685,31,173,13,44,116,21,51,17,1,31,18,44,125,
E01001724,Hackney,E09000012,1064,53,309,9,53,145,51,125,28,2,68,16,23,182,
E01001725,Hackney,E09000012,568,31,115,21,30,142,19,22,9,1,60,30,34,54,
E01001726,Hackney,E09000012,457,25,80,5,14,82,25,10,7,3,94,44,15,53,
E01001727,Hackney,E09000012,560,24,93,19,39,139,24,42,12,1,20,27,40,80,
E01001728,Hackney,E09000012,594,32,83,19,27,225,20,15,15,0,54,31,34,39,
E01001729,Hackney,E09000012,489,17,138,3,26,55,14,31,12,3,64,20,14,92,
E01001730,Hackney,E09000012,1133,65,311,10,41,145,37,68,53,6,196,92,17,92,
E01001731,Hackney,E09000012,1152,40,374,9,44,107,14,111,43,1,107,49,59,194,
E01001732,Hackney,E09000012,755,47,178,6,20,65,14,43,25,4,133,85,55,80,
E01001733,Hackney,E09000012,736,27,180,13,35,103,23,75,22,1,47,40,26,144,
E01001734,Hackney,E09000012,851,50,278,9,42,52,34,94,30,2,73,31,14,142,
E01001735,Hackney,E09000012,654,70,139,21,52,58,14,63,16,4,63,46,20,88,
E01001736,Hackney,E09000012,682,29,209,15,45,91,20,65,23,5,40,42,15,83,
E01001737,Hackney,E09000012,706,26,144,16,65,108,19,87,35,8,61,34,18,85,
E01001738,Hackney,E09000012,788,45,212,15,57,96,18,117,26,4,45,54,17,82,
E01001739,Hackney,E09000012,882,93,192,22,63,120,18,148,34,3,38,29,11,111,
E01001740,Hackney,E09000012,627,48,155,6,25,64,27,34,17,4,92,61,22,72,
E01001741,Hackney,E09000012,571,45,106,17,45,112,30,60,27,1,24,24,15,65,
E01001742,Hackney,E09000012,773,50,202,8,35,79,23,77,36,5,102,54,14,88,
E01001744,Hackney,E09000012,821,74,177,12,39,86,24,74,28,10,81,61,28,127,
E01001745,Hackney,E09000012,927,44,245,6,40,92,22,84,24,6,132,74,36,122,
E01001746,Hackney,E09000012,595,44,83,9,19,92,26,22,24,9,123,66,42,36,
E01001747,Hackney,E09000012,1073,71,307,12,76,82,11,137,21,2,71,61,15,207,
E01001749,Hackney,E09000012,661,52,162,10,51,59,14,84,12,1,63,39,17,97,
E01001750,Hackney,E09000012,925,51,237,19,43,86,26,126,25,3,88,51,29,141,
E01001751,Hackney,E09000012,646,54,138,24,65,89,14,98,17,1,26,21,8,91,
E01001753,Hackney,E09000012,622,33,147,7,25,74,19,30,28,6,120,54,16,63,
E01001755,Hackney,E09000012,693,47,174,3,29,76,25,69,13,5,71,59,31,91,
E01001756,Hackney,E09000012,953,79,263,16,75,78,22,133,25,2,58,31,6,165,
E01001757,Hackney,E09000012,606,50,123,7,10,90,23,18,23,3,105,66,30,58,
E01001758,Hackney,E09000012,1072,77,286,6,52,122,31,96,33,5,152,44,26,142,
E01001759,Hackney,E09000012,717,74,179,9,38,70,19,87,19,6,57,45,17,97,
E01001760,Hackney,E09000012,876,59,245,15,37,60,24,101,18,0,68,61,18,170,
E01001761,Hackney,E09000012,926,93,368,12,37,60,23,74,20,4,72,48,23,92,
E01001762,Hackney,E09000012,798,49,234,6,39,49,15,100,28,3,49,40,23,163,
E01001763,Hackney,E09000012,824,101,231,16,38,74,16,72,29,4,86,54,14,89,
E01001764,Hackney,E09000012,667,45,163,13,31,72,33,53,39,1,58,55,20,84,
E01001765,Hackney,E09000012,754,87,242,11,24,69,19,31,16,4,85,53,45,68,
E01001767,Hackney,E09000012,641,37,127,7,33,96,21,61,33,2,62,36,23,103,
E01001768,Hackney,E09000012,749,45,183,16,38,81,12,83,31,3,42,34,35,146,
E01001769,Hackney,E09000012,629,37,163,7,34,77,13,65,24,4,42,56,20,87,
E01001770,Hackney,E09000012,768,45,254,10,44,66,22,47,24,1,88,49,29,89,
E01001772,Hackney,E09000012,763,51,207,7,32,85,39,67,19,1,78,49,28,100,
E01001773,Hackney,E09000012,1038,48,254,12,58,82,27,156,35,6,79,56,33,192,
E01001774,Hackney,E09000012,856,31,208,11,51,66,9,114,24,3,87,46,16,190,
E01001775,Hackney,E09000012,703,91,178,5,22,68,22,54,14,4,75,57,21,92,
E01001776,Hackney,E09000012,749,66,197,16,37,62,20,61,19,5,51,69,23,123,
E01001777,Hackney,E09000012,1139,51,295,8,76,74,18,181,28,3,83,57,23,242,
E01001780,Hackney,E09000012,844,87,251,11,49,51,53,55,21,5,84,41,21,115,
E01001781,Hackney,E09000012,683,50,179,6,22,38,26,31,10,8,107,52,31,123,
E01001783,Hackney,E09000012,667,48,173,4,26,58,23,29,16,2,100,64,30,94,
E01001784,Hackney,E09000012,760,70,190,8,41,77,25,64,14,3,88,51,17,112,
E01001785,Hackney,E09000012,581,61,97,16,26,83,21,29,27,2,69,36,28,86,
E01001786,Hackney,E09000012,843,60,185,6,25,82,21,48,34,2,151,73,50,106,
E01001787,Hackney,E09000012,649,134,103,25,19,53,25,18,13,3,74,81,42,59,
E01001788,Hackney,E09000012,650,107,174,16,22,56,18,27,12,4,76,63,23,52,
E01001789,Hackney,E09000012,619,38,98,14,27,93,21,65,26,2,55,47,49,84,
E01001790,Hackney,E09000012,586,42,136,6,11,58,24,13,19,8,127,61,25,56,
E01001791,Hackney,E09000012,485,37,67,16,19,76,20,24,17,2,63,58,26,60,
E01001792,Hackney,E09000012,710,50,149,28,38,89,26,29,35,8,68,46,39,105,
E01001793,Hackney,E09000012,608,36,126,12,18,88,30,46,30,5,76,37,12,92,
E01001794,Hackney,E09000012,643,37,122,18,39,84,25,70,27,1,28,32,44,116,
E01001795,Hackney,E09000012,520,28,111,7,27,78,18,58,14,5,31,24,20,99,
E01001796,Hackney,E09000012,638,32,210,4,27,54,25,63,29,3,40,26,18,107,
E01001798,Hackney,E09000012,725,65,158,5,24,112,24,31,20,6,77,50,71,82,
E01001799,Hackney,E09000012,453,38,73,15,33,146,14,33,5,3,28,17,10,38,
E01001800,Hackney,E09000012,667,58,194,6,35,148,20,29,15,5,68,31,17,41,
E01001801,Hackney,E09000012,552,75,83,19,31,132,13,30,15,0,62,28,16,48,
E01001802,Hackney,E09000012,459,33,89,9,22,93,20,30,11,1,45,26,23,57,
E01001803,Hackney,E09000012,681,58,143,20,43,113,23,63,25,6,47,25,10,105,
E01001804,Hackney,E09000012,455,32,60,18,28,166,19,18,8,0,34,15,21,36,
E01001805,Hackney,E09000012,512,38,124,7,27,68,22,49,21,0,27,44,19,66,
E01001806,Hackney,E09000012,683,77,173,21,34,87,25,54,29,2,61,47,8,65,
E01001807,Hackney,E09000012,652,52,153,13,38,121,18,35,12,3,54,63,21,69,
E01001808,Hackney,E09000012,542,78,105,19,35,159,14,16,10,2,38,11,21,34,
E01001809,Hackney,E09000012,571,72,120,27,24,150,21,16,6,0,32,27,31,45,
E01001811,Hackney,E09000012,667,50,126,8,36,81,12,48,15,4,130,48,32,77,
E01001812,Hackney,E09000012,560,56,132,22,27,134,23,26,16,1,31,20,35,37,
E01001813,Hackney,E09000012,797,60,203,14,51,56,17,22,26,2,167,62,50,67,
E01001814,Hackney,E09000012,553,32,116,15,30,161,26,22,18,2,50,22,17,42,
E01001815,Hackney,E09000012,673,81,162,21,29,66,21,28,21,4,60,66,41,73,
E01001816,Hackney,E09000012,623,48,107,37,31,93,25,45,21,1,57,63,25,70,
E01001819,Hackney,E09000012,751,118,190,34,53,75,20,47,24,7,27,65,19,72,
E01001820,Hackney,E09000012,569,62,142,6,32,54,16,30,19,3,57,57,20,71,
E01001821,Hackney,E09000012,589,60,145,16,31,49,16,27,18,4,63,71,22,67,
E01001822,Hackney,E09000012,674,59,165,12,21,153,10,24,18,3,62,44,48,55,
E01001823,Hackney,E09000012,527,30,114,21,33,127,26,26,12,0,41,30,27,40,
E01001824,Hackney,E09000012,501,55,89,23,25,138,12,16,18,1,47,34,16,27,
E01001825,Hackney,E09000012,404,33,48,36,66,134,14,13,5,1,24,8,6,16,
E01001826,Hackney,E09000012,518,63,114,9,27,135,16,9,13,1,49,31,21,30,
E01001827,Hackney,E09000012,596,72,140,19,18,94,24,23,15,5,83,37,23,43,
E01001828,Hackney,E09000012,822,67,216,8,28,94,23,49,27,3,102,98,43,64,
E01001829,Hackney,E09000012,670,36,125,24,45,142,23,67,42,6,21,37,17,85,
